Neighborhood Ice Cream Stroll,Walk and talk while sampling different shops,6,3,4,2,4,5,Food & Drink,Outdoor Activity,Urban Setting,Walking Tour,Casual,Group-Friendly,Budget-Friendly,Sweet Tooth,Local Exploration,Family-Friendly,Social
Warehouse District Dance Marathon,12-hour non-stop dancing with rotating DJs,9,5,7,3,10,9,High Energy,Physical Activity,Music-Centered,Dance,Urban Setting,Nightlife,Endurance,Group-Friendly,Adult Only,Challenge,Immersive
Extreme Obstacle Race,Mud fire ice water and walls in team competition,8,8,7,2,10,9,High Energy,Physical Activity,Competition,Team Building,Outdoor Activity,Challenge,Adrenaline Rush,Active,Muddy,Tournament,Adventure
Silent Disco Subway Takeover,Flash mob dance party on public transportation,8,6,9,2,9,8,High Energy,Music-Centered,Dance,Urban Setting,Quirky/Unique,Group-Friendly,Immersive,Flash Mob,Unique Experience,Interactive,Social Experiment
Sunrise Mountain Bike Adventure,Hit the trails at dawn for adrenaline rush,6,7,7,2,10,8,High Energy,Physical Activity,Outdoor Activity,Morning Activity,Nature-Focused,Active,Group-Friendly,Adrenaline Rush,Adventure,Early Riser,Skill Required
Ultimate Trampoline Dodgeball,Aerial attacks in bouncy battlefield,9,7,8,1,10,7,High Energy,Physical Activity,Game-Based,Competition,Indoor Activity,Team Building,Group-Friendly,Active,Quirky/Unique,Rowdy/Party,Adrenaline Rush
Midnight Laser Tag Tournament,Multi-level arena combat in glowing maze,9,8,6,2,9,8,High Energy,Game-Based,Competition,Indoor Activity,Evening Experience,Team Building,Group-Friendly,Active,Nightlife,Immersive,Strategic
Foam Party Nightclub,Dance through waist-deep bubbles with light show,8,4,8,3,10,8,High Energy,Nightlife,Music-Centered,Dance,Indoor Activity,Group-Friendly,Adult Only,Quirky/Unique,Rowdy/Party,Sensory Experience,Unique
White Water Rafting Day,Navigate rapids with guide and friends,7,8,8,2,10,9,High Energy,Physical Activity,Outdoor Activity,Nature-Focused,Guided Experience,Adrenaline Rush,Group-Friendly,Water Activity,Adventure,Team Building,Day Trip
Carnival Ride Power Hour,Hit every thrill ride in the park back-to-back,7,6,6,1,10,8,High Energy,Adrenaline Rush,Entertainment-Focused,Outdoor Activity,Group-Friendly,Active,Challenge,Thrill-Seeking,Playful,Fun Fair,Dizzy
Rock Concert Mosh Pit,Lose yourself in the crowd at high-energy show,8,3,5,1,10,9,High Energy,Music-Centered,Indoor Activity,Evening Experience,Entertainment-Focused,Group-Friendly,Crowded/Busy,Rowdy/Party,Adult Only,Immersive
Parkour City Challenge,Learn to vault climb and jump urban obstacles,7,8,9,2,10,8,High Energy,Physical Activity,Urban Setting,Guided Experience,Educational,Adrenaline Rush,Active,Skill Building,Challenge,Urban Exploration,Athletic
Fight Club Fitness Class,High-intensity boxing workout with partners,7,9,7,3,10,7,High Energy,Physical Activity,Indoor Activity,Guided Experience,Team Building,Active,Health-Focused,Intense,Challenging,Skill Building,Stress Relief
Roller Derby Match,Fast-paced skating competition with team spirit,8,7,8,2,10,8,High Energy,Sports-Related,Entertainment-Focused,Indoor Activity,Spectator Event,Group-Friendly,Quirky/Unique,High Speed,Competitive,Rowdy,Team Spirit
Festival All-Nighter,Dance between stages until sunrise,8,4,7,2,10,10,High Energy,Music-Centered,Outdoor Activity,Entertainment-Focused,Nightlife,Group-Friendly,Late Night,Immersive,Adult Only,Endurance,Festival Experience
Indoor Skydiving Competition,Master aerial stunts in vertical wind tunnel,6,8,9,3,9,8,High Energy,Physical Activity,Indoor Activity,Competition,Adrenaline Rush,Guided Experience,Quirky/Unique,Group-Friendly,Unique Experience,Challenge
Nightclub Island Boat Party,Dance on deck while cruising between venues,9,6,8,5,9,9,High Energy,Nightlife,Music-Centered,Waterfront,Evening Experience,Group-Friendly,Adult Only,Luxury Experience,Instagram-Worthy,Exclusive,Scene
City-Wide Scavenger Hunt Race,Sprint between landmarks solving clues,9,8,7,3,9,8,High Energy,Physical Activity,Game-Based,Urban Setting,Competition,Team Building,Active,Walking Tour,Urban Exploration,Challenge,Interactive
Bubble Soccer Showdown,Full-contact soccer in inflatable suits,9,7,9,1,10,7,High Energy,Physical Activity,Game-Based,Competition,Outdoor Activity,Team Building,Quirky/Unique,Group-Friendly,Active,Funny,Chaotic
Ninja Warrior Course Challenge,Test skills on TV-show inspired obstacles,7,8,8,2,10,8,High Energy,Physical Activity,Competition,Indoor Activity,Challenge,Adrenaline Rush,Active,Group-Friendly,Skill Building,Inspired By TV,Athletic
Surf Lesson & Beach Volleyball,Catch waves then hit the sand for games,7,7,6,2,9,8,High Energy,Physical Activity,Outdoor Activity,Waterfront,Sports-Related,Guided Experience,Active,Group-Friendly,Water Activity,Learning Opportunity,Beach Day
High-Speed Go-Kart Racing,Compete for best lap times on professional track,7,8,6,3,9,8,High Energy,Adrenaline Rush,Competition,Outdoor Activity,Group-Friendly,Active,Racing,Competitive,Driving,Speed,Thrill-Seeking
Treetop Zipline Adventure,Fly between platforms high above ground,6,8,8,3,9,9,High Energy,Physical Activity,Outdoor Activity,Nature-Focused,Adrenaline Rush,Guided Experience,Group-Friendly,Active,Instagram-Worthy,Adventure,Height
LED Hoop Dance Workshop,Master illuminated props to electronic beats,6,8,9,3,9,7,High Energy,Physical Activity,Arts & Culture,Indoor Activity,Music-Centered,Guided Experience,Creative Expression,Learning Opportunity,Skill Building,Glowing,Coordination
Rooftop Pool Party,Day-to-night swimming with DJs and drinks,9,4,6,4,8,8,High Energy,Nightlife,Music-Centered,Outdoor Activity,Waterfront,Group-Friendly,Adult Only,Urban Setting,Instagram-Worthy,Swimming,Social Scene
Wilderness Survival Challenge,24-hour team competition using outdoor skills,8,7,9,2,9,10,High Energy,Physical Activity,Outdoor Activity,Nature-Focused,Competition,Team Building,Educational,Challenge,Active,Skills,Overnight
Fire Spinning Jam Session,Practice flame manipulation with safety team,6,5,10,3,8,9,High Energy,Physical Activity,Arts & Culture,Outdoor Activity,Creative Expression,Group-Friendly,Performance Art,Skill Building,Unique Experience,Instagram-Worthy,Dangerous
Bike Party Critical Mass,Join hundreds cycling through city streets,7,5,7,1,9,8,High Energy,Physical Activity,Outdoor Activity,Urban Setting,Group-Friendly,Active,Community,Movement,Social Cause,Group Ride,Flash Mob
Nighttime Color Run,5K with powder stations and glow accessories,7,7,7,2,9,7,High Energy,Physical Activity,Outdoor Activity,Evening Experience,Group-Friendly,Active,Quirky/Unique,Instagram-Worthy,Social,Colorful,Fun Run
Rock Climbing Competition,Race to the top on challenging indoor routes,6,8,7,3,10,8,High Energy,Physical Activity,Indoor Activity,Competition,Adrenaline Rush,Active,Group-Friendly,Challenge,Skill Required,Athletic,Vertical
Hip Hop Dance Battle,Show off moves in friendly competition circle,7,6,7,3,10,8,High Energy,Physical Activity,Music-Centered,Dance,Indoor Activity,Competition,Performance Art,Urban Culture,Creative Expression,Skill Showcase,Interactive
Liquid Nitrogen Ice Cream Lab,Make instant frozen treats using science and creativity,6,7,8,4,4,6,Science-Based,Food & Drink,Indoor Activity,Educational,Hands-On,Quirky/Unique,Group-Friendly,Learning Opportunity,Creative Expression,Experimental,Interactive,Chemistry
Glow-in-the-Dark Mini Golf,Navigate neon obstacles under blacklight with friends,7,5,6,2,5,6,Entertainment-Focused,Indoor Activity,Evening Experience,Game-Based,Group-Friendly,Quirky/Unique,Glowing,Casual,Competitive,Date Activity,Social
Underground Speakeasy Escape Room,Solve prohibition-era puzzles while sipping cocktails,8,8,8,6,6,7,Entertainment-Focused,Indoor Activity,Evening Experience,Game-Based,Food & Drink,Immersive,Group-Friendly,Team Building,Adult Only,Alcohol-Focused,Interactive,Theatrical
Rooftop Stargazing with Telescopes,Observe constellations while enjoying cosmic cocktails,5,6,7,5,3,7,Science-Based,Outdoor Activity,Evening Experience,Educational,Guided Experience,Food & Drink,Group-Friendly,Instagram-Worthy,Romantic,Learning Opportunity,Urban Setting,Peaceful
Drag Queen Bingo Brunch,Fabulous hosts lead games while you feast,8,7,7,5,6,7,Entertainment-Focused,Indoor Activity,Food & Drink,LGBTQ+ Friendly,Group-Friendly,Quirky/Unique,Morning Activity,Drag Performance,Interactive,Adult Only,Brunch,Social
Science Museum After Dark,Adult-only access to exhibits with bar and DJs,7,5,7,4,5,7,Science-Based,Indoor Activity,Evening Experience,Educational,Adult Only,Entertainment-Focused,Group-Friendly,Cultural,Learning Opportunity,Museum,Unique Experience
Warehouse Rave with Live Painters,Dance while artists create murals in real time,7,4,8,2,9,8,High Energy,Arts & Culture,Music-Centered,Dance,Indoor Activity,Evening Experience,Group-Friendly,Creative Expression,Nightlife,Urban Setting,Immersive,Live Art
Interactive Chemistry Cocktail Class,Learn molecular gastronomy while making drinks,6,8,8,5,4,6,Science-Based,Food & Drink,Indoor Activity,Educational,Hands-On,Creative Expression,Adult Only,Learning Opportunity,Chemistry,Experimental,Group-Friendly,Guided Experience
Midnight Roller Skating Disco,Glide to throwback hits under spinning lights,7,5,7,2,8,7,High Energy,Physical Activity,Music-Centered,Indoor Activity,Evening Experience,Retro/Nostalgic,Group-Friendly,Active,Quirky/Unique,Nightlife,Dancing,Roller Skates
Pop-Up Dinner in Science Lab,Multi-course meal prepared using laboratory equipment,6,8,9,7,4,8,Science-Based,Food & Drink,Indoor Activity,Evening Experience,Quirky/Unique,Immersive,Group-Friendly,Gourmet,Educational,Experimental,Laboratory,Unique Experience
Neon Body Painting Party,Get artistically decorated under blacklights,8,5,8,3,5,7,Arts & Culture,Creative Expression,Indoor Activity,Evening Experience,Quirky/Unique,Group-Friendly,Body Art,Glowing,Interactive,Adult Only,Artistic,Instagram-Worthy
Planetarium Laser Light Show,Journey through space with synchronized music,5,7,8,4,4,9,Science-Based,Entertainment-Focused,Indoor Activity,Evening Experience,Immersive,Educational,Group-Friendly,Music-Centered,Visual Spectacle,Space,Relaxation,Sensory Experience
Underground Pizza & Pinball Tournament,Compete on vintage machines while sharing slices,8,6,6,2,6,6,Food & Drink,Indoor Activity,Game-Based,Competition,Evening Experience,Group-Friendly,Retro/Nostalgic,Casual,Urban Setting,Gaming,Tournament,Social
Robot Building Workshop & Demo,Construct simple bots then watch them battle,6,8,8,4,5,7,Science-Based,Indoor Activity,Educational,Hands-On,STEM,Group-Friendly,Learning Opportunity,Tech-Focused,Creative Expression,Competition,Skill Building,Engineering
Glow Stick Dance Fitness Class,Workout with illuminated props to electronic beats,7,7,7,2,9,7,High Energy,Physical Activity,Music-Centered,Indoor Activity,Evening Experience,Group-Friendly,Glowing,Fitness,Dance,Quirky/Unique,Health-Focused,LED
Secret Garden Cocktail Foraging,Hunt for drink ingredients in hidden urban oasis,6,6,8,5,4,7,Food & Drink,Outdoor Activity,Hidden Gem,Guided Experience,Educational,Alcohol-Focused,Group-Friendly,Nature-Focused,Urban Setting,Foraging,Unique Experience,Botanical
Karaoke & Korean BBQ Marathon,Sing while grilling unlimited meat at your table,9,4,5,2,6,8,Food & Drink,Music-Centered,Indoor Activity,Evening Experience,Group-Friendly,Social,Interactive,Casual,Ethnic Cuisine,Sing-Along,Cultural,Performance
Observatory Wine & Stars Evening,Sip vintages while learning about deep space objects,5,7,7,6,3,7,Science-Based,Outdoor Activity,Evening Experience,Educational,Food & Drink,Guided Experience,Sophisticated,Learning Opportunity,Wine,Astronomy,Romantic,Adult Only
Bubble Tea & Board Game Café,Sample Asian drinks while playing strategy games,7,4,4,3,3,5,Food & Drink,Indoor Activity,Game-Based,Casual,Group-Friendly,Cultural,Intellectual,Asian Cuisine,Strategic,Social,Relaxation,Caffeine
